id,glottocode,langname,langfamily,area,population,subsistence,latitude,longitude,avgmonth_tmp,minmonth_tmp,maxmonth_pre,maxmonth_wnd,logpop
uva.x000445812,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
pst.000069157721,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
mdp.39015004128321,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.l0050056423,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
mdp.39015016642137,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.31822005249149,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
hvd.hwsha6,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.$b465043,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
hvd.hwshaq,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uiug.30112042393303,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
hvd.hwshal,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
inu.30000132019690,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
pst.000033442358,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
nyp.33433081964813,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
pst.000026232584,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.32106017404499,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
mdp.49015002912831,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
hvd.fl1c42,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
pst.000012490875,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uiug.30112076090239,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
mdp.39015033577944,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.32106018763885,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
uc1.32106019575684,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
mdp.39015077330812,stan1295,German,Indo-European,Eurasia,83520790,other,48.649,12.4676,8.371111271965008,-1.9866667134066425,98.4966692606608,2.7,18.240606140866127
